student_id,subject,total,present,late,absent,other,attendance_rate
S05403,Science,2,0,0,1,1,0.0
S10909,Science,2,0,0,0,2,0.0
S11504,Science,3,0,0,1,2,0.0
S08001,Science,4,0,0,1,3,0.0
S01952,Science,3,0,0,1,2,0.0
S00165,Science,1,0,0,0,1,0.0
S01752,Science,3,0,0,3,0,0.0
S01571,Science,4,0,0,2,2,0.0
S04409,Science,4,0,0,1,3,0.0
S07253,Science,2,0,0,0,2,0.0
S10323,Science,3,0,0,0,3,0.0
S02881,Science,3,0,0,3,0,0.0
S10942,Science,5,0,0,2,3,0.0
S12024,Science,7,0,0,0,7,0.0
S07638,Science,3,0,0,1,2,0.0
S06402,Science,4,0,0,0,4,0.0
S08042,Science,3,0,0,0,3,0.0
S05475,Science,3,0,0,2,1,0.0
S11408,Science,1,0,0,0,1,0.0
S04255,Science,1,0,0,0,1,0.0
S01049,Science,1,0,0,1,0,0.0
S02172,Science,1,0,0,0,1,0.0
S02457,Science,3,0,0,1,2,0.0
S08878,Science,1,0,0,0,1,0.0
S06004,Science,2,0,0,1,1,0.0
S11023,Science,2,0,0,0,2,0.0
S04436,Science,3,0,0,0,3,0.0
S10748,Science,1,0,0,1,0,0.0
S11672,Science,3,0,0,0,3,0.0
S10261,Science,2,0,0,0,2,0.0
S08618,Science,4,0,0,4,0,0.0
S06336,Science,4,0,0,1,3,0.0
S05814,Science,4,0,0,0,4,0.0
S11071,Science,4,0,0,1,3,0.0
S07026,Science,3,0,0,1,2,0.0
S08717,Science,2,0,0,1,1,0.0
S11572,Science,3,0,0,0,3,0.0
S03390,Science,2,0,0,2,0,0.0
S08403,Science,2,0,0,1,1,0.0
S10487,Science,4,0,0,1,3,0.0
S10283,Science,1,0,0,1,0,0.0
S08943,Science,3,0,0,0,3,0.0
S06283,Science,3,0,0,1,2,0.0
S11827,Science,3,0,0,0,3,0.0
S06840,Science,1,0,0,0,1,0.0
S09593,Science,3,0,0,1,2,0.0
S09211,Science,3,0,0,0,3,0.0
S10575,Science,2,0,0,0,2,0.0
S09729,Science,3,0,0,0,3,0.0
S06488,Science,2,0,0,1,1,0.0
S03817,Science,3,0,0,1,2,0.0
S00882,Science,1,0,0,1,0,0.0
S10769,Science,2,0,0,0,2,0.0
S04772,Science,4,0,0,0,4,0.0
S01452,Science,1,0,0,0,1,0.0
S00930,Science,1,0,0,0,1,0.0
S04694,Science,2,0,0,0,2,0.0
S07166,Science,3,0,0,2,1,0.0
S02006,Science,2,0,0,0,2,0.0
S05703,Science,2,0,0,0,2,0.0
S08475,Science,2,0,0,1,1,0.0
S00703,Science,3,0,0,2,1,0.0
S10479,Science,4,0,0,0,4,0.0
S05861,Science,2,0,0,1,1,0.0
S11340,Science,3,0,0,0,3,0.0
S11552,Science,3,0,0,1,2,0.0
S03250,Science,7,0,0,2,5,0.0
S11193,Science,3,0,0,0,3,0.0
S00393,Science,4,0,0,0,4,0.0
S11595,Science,2,0,0,0,2,0.0
S02811,Science,2,0,0,0,2,0.0
S04989,Science,3,0,0,0,3,0.0
S08012,Science,3,0,0,1,2,0.0
S04886,Science,2,0,0,0,2,0.0
S01460,Science,2,0,0,1,1,0.0
S01089,Science,6,0,0,3,3,0.0
S00416,Science,3,0,0,0,3,0.0
S06546,Science,2,0,0,0,2,0.0
S04977,Science,6,0,0,2,4,0.0
S03762,Science,3,0,0,1,2,0.0
S10244,Science,3,0,0,0,3,0.0
S09046,Science,1,0,0,0,1,0.0
S05062,Science,3,0,0,0,3,0.0
S00772,Science,3,0,0,0,3,0.0
S10514,Science,2,0,0,1,1,0.0
S01667,Science,3,0,0,1,2,0.0
S00364,Science,6,0,0,2,4,0.0
S03598,Science,2,0,0,0,2,0.0
S09725,Science,5,0,0,2,3,0.0
S00888,Science,1,0,0,0,1,0.0
S01941,Science,2,0,0,0,2,0.0
S09544,Science,3,0,0,1,2,0.0
S02796,Science,3,0,0,1,2,0.0
S06438,Science,4,0,0,2,2,0.0
S02520,Science,2,0,0,1,1,0.0
S09586,Science,4,0,0,1,3,0.0
S09744,Science,6,0,0,2,4,0.0
S08241,Science,2,0,0,2,0,0.0
S06134,Science,1,0,0,0,1,0.0
S07881,Science,5,0,0,1,4,0.0
S00895,Science,6,0,0,1,5,0.0
S08216,Science,4,0,0,1,3,0.0
S01582,Science,2,0,0,0,2,0.0
S06790,Science,2,0,0,0,2,0.0
S00086,Science,1,0,0,0,1,0.0
S08519,Science,3,0,0,0,3,0.0
S03725,Science,3,0,0,0,3,0.0
S10953,Science,2,0,0,0,2,0.0
S10344,Science,2,0,0,2,0,0.0
S07939,Science,4,0,0,0,4,0.0
S02113,Science,3,0,0,1,2,0.0
S11970,Science,1,0,0,1,0,0.0
S03779,Science,6,0,0,1,5,0.0
S05773,Science,3,0,0,2,1,0.0
S10298,Science,1,0,0,1,0,0.0
S07442,Science,6,0,0,2,4,0.0
S08373,Science,3,0,0,0,3,0.0
S03897,Science,3,0,0,0,3,0.0
S04192,Science,4,0,0,0,4,0.0
S12028,Science,2,0,0,1,1,0.0
S10361,Science,7,0,0,2,5,0.0
S01190,Science,4,0,0,1,3,0.0
S08448,Science,2,0,0,0,2,0.0
S01467,Science,3,0,0,1,2,0.0
S02482,Science,6,0,0,1,5,0.0
S11542,Science,4,0,0,2,2,0.0
S07412,Science,2,0,0,0,2,0.0
S00831,Science,1,0,0,1,0,0.0
S02942,Science,5,0,0,3,2,0.0
S01918,Science,3,0,0,0,3,0.0
S03143,Science,2,0,0,0,2,0.0
S05451,Science,3,0,0,0,3,0.0
S05777,Science,1,0,0,0,1,0.0
S06031,Science,1,0,0,0,1,0.0
S06862,Science,2,0,0,0,2,0.0
S08131,Science,4,0,0,0,4,0.0
S10055,Science,5,0,0,0,5,0.0
S04906,Science,1,0,0,1,0,0.0
S09830,Science,2,0,0,1,1,0.0
S07154,Science,2,0,0,0,2,0.0
S03949,Science,3,0,0,0,3,0.0
S07256,Science,3,0,0,0,3,0.0
S02430,Science,1,0,0,0,1,0.0
S05740,Science,2,0,0,0,2,0.0
S00664,Science,3,0,0,2,1,0.0
S01274,Science,5,0,0,1,4,0.0
S09004,Science,2,0,0,0,2,0.0
S08637,Science,2,0,0,0,2,0.0
S07959,Science,3,0,0,1,2,0.0
S00873,Science,1,0,0,1,0,0.0
S06549,Science,5,0,0,2,3,0.0
S03030,Science,3,0,0,0,3,0.0
S11431,Science,2,0,0,1,1,0.0
S01285,Science,3,0,0,1,2,0.0
S03501,Science,5,0,0,2,3,0.0
S09787,Science,5,0,0,0,5,0.0
S04022,Science,2,0,0,0,2,0.0
S00218,Science,3,0,0,0,3,0.0
S04454,Science,2,0,0,1,1,0.0
S05402,Science,3,0,0,0,3,0.0
S01328,Science,3,0,0,0,3,0.0
S10178,Science,2,0,0,0,2,0.0
S01815,Science,2,0,0,1,1,0.0
S07443,Science,2,0,0,1,1,0.0
S02118,Science,2,0,0,0,2,0.0
S01662,Science,4,0,0,1,3,0.0
S01490,Science,3,0,0,0,3,0.0
S03304,Science,4,0,0,1,3,0.0
S01093,Science,4,0,0,0,4,0.0
S06326,Science,3,0,0,0,3,0.0
S04246,Science,5,0,0,2,3,0.0
S05825,Science,4,0,0,2,2,0.0
S10074,Science,3,0,0,0,3,0.0
S11251,Science,2,0,0,1,1,0.0
S00867,Science,1,0,0,0,1,0.0
S06723,Science,3,0,0,0,3,0.0
S06793,Science,2,0,0,0,2,0.0
S00283,Science,4,0,0,0,4,0.0
S08058,Science,4,0,0,0,4,0.0
S04247,Science,3,0,0,0,3,0.0
S06386,Science,3,0,0,1,2,0.0
S03233,Science,3,0,0,0,3,0.0
S09057,Science,1,0,0,1,0,0.0
S04138,Science,2,0,0,0,2,0.0
S08086,Science,3,0,0,1,2,0.0
S00409,Science,5,0,0,1,4,0.0
S11897,Science,3,0,0,0,3,0.0
S00277,Science,2,0,0,0,2,0.0
S11763,Science,1,0,0,0,1,0.0
S06191,Science,2,0,0,0,2,0.0
S05020,Science,2,0,0,2,0,0.0
S04635,Science,4,0,0,1,3,0.0
S08771,Science,4,0,0,0,4,0.0
S09082,Science,4,0,0,0,4,0.0
S09081,Science,2,0,0,0,2,0.0
S10816,Science,2,0,0,0,2,0.0
S07081,Science,4,0,0,1,3,0.0
S04176,Science,3,0,0,1,2,0.0
S07136,Science,1,0,0,0,1,0.0
S10882,Science,3,0,0,1,2,0.0
S04376,Science,5,0,0,0,5,0.0
S01058,Science,2,0,0,0,2,0.0
S03430,Science,3,0,0,1,2,0.0
S10968,Science,2,0,0,1,1,0.0
S01713,Science,1,0,0,0,1,0.0
S08541,Science,1,0,0,0,1,0.0
S07011,Science,3,0,0,2,1,0.0
S01884,Science,3,0,0,0,3,0.0
S11571,Science,2,0,0,1,1,0.0
S09229,Science,5,0,0,1,4,0.0
S04999,Science,1,0,0,0,1,0.0
S02680,Science,2,0,0,0,2,0.0
S07682,Science,3,0,0,0,3,0.0
S11875,Science,2,0,0,0,2,0.0
S03749,Science,1,0,0,0,1,0.0
S06462,Science,4,0,0,1,3,0.0
S07738,Science,3,0,0,0,3,0.0
S09666,Science,1,0,0,1,0,0.0
S05541,Science,1,0,0,0,1,0.0
S09340,Science,4,0,0,0,4,0.0
S03548,Science,2,0,0,0,2,0.0
S03420,Science,2,0,0,1,1,0.0
S10199,Science,3,0,0,0,3,0.0
S07308,Science,2,0,0,0,2,0.0
S05678,Science,1,0,0,0,1,0.0
S00545,Science,3,0,0,2,1,0.0
S03485,Science,1,0,0,0,1,0.0
S00914,Science,2,0,0,0,2,0.0
S10043,Science,1,0,0,0,1,0.0
S06932,Science,3,0,0,1,2,0.0
S03084,Science,3,0,0,1,2,0.0
S04173,Science,5,0,0,1,4,0.0
S05935,Science,4,0,0,2,2,0.0
S11465,Science,2,0,0,0,2,0.0
S02016,Science,2,0,0,1,1,0.0
S07805,Science,1,0,0,0,1,0.0
S07233,Science,3,0,0,0,3,0.0
S00006,Science,1,0,0,0,1,0.0
S04474,Science,1,0,0,0,1,0.0
S11703,Science,3,0,0,1,2,0.0
S05441,Science,5,0,0,1,4,0.0
S00743,Science,3,0,0,1,2,0.0
S11336,Science,3,0,0,1,2,0.0
S08005,Science,1,0,0,0,1,0.0
S01262,Science,5,0,0,2,3,0.0
S03980,Science,1,0,0,0,1,0.0
S08759,Science,3,0,0,0,3,0.0
S10396,Science,2,0,0,1,1,0.0
S09952,Science,3,0,0,1,2,0.0
S06124,Science,2,0,0,0,2,0.0
S06568,Science,2,0,0,1,1,0.0
S03830,Science,1,0,0,0,1,0.0
S11090,Science,2,0,0,1,1,0.0
S00745,Science,1,0,0,0,1,0.0
S00973,Science,2,0,0,0,2,0.0
S05961,Science,4,0,0,0,4,0.0
S08569,Science,2,0,0,1,1,0.0
S05301,Science,5,0,0,1,4,0.0
S05569,Science,4,0,0,1,3,0.0
S11398,Science,2,0,0,1,1,0.0
S05792,Science,2,0,0,0,2,0.0
S01123,Science,5,0,0,0,5,0.0
S04059,Science,1,0,0,0,1,0.0
S02330,Science,2,0,0,0,2,0.0
S01383,Science,2,0,0,0,2,0.0
S00511,Science,3,0,0,1,2,0.0
S03736,Science,2,0,0,1,1,0.0
S09032,Science,3,0,0,2,1,0.0
S02303,Science,3,0,0,1,2,0.0
S08045,Science,2,0,0,1,1,0.0
S04211,Science,1,0,0,1,0,0.0
S03467,Science,4,0,0,1,3,0.0
S03263,Science,2,0,0,1,1,0.0
S00060,Science,5,0,0,1,4,0.0
S10954,Science,2,0,0,1,1,0.0
S04875,Science,2,0,0,0,2,0.0
S04554,Science,2,0,0,1,1,0.0
S04355,Science,1,0,0,0,1,0.0
S11109,Science,2,0,0,1,1,0.0
S08253,Science,5,0,0,0,5,0.0
S09877,Science,1,0,0,1,0,0.0
S02948,Science,3,0,0,0,3,0.0
S07550,Science,2,0,0,0,2,0.0
S08000,Science,1,0,0,0,1,0.0
S07864,Science,2,0,0,0,2,0.0
S04486,Science,1,0,0,0,1,0.0
S00168,Science,1,0,0,0,1,0.0
S07232,Science,2,0,0,0,2,0.0
S01578,Science,2,0,0,0,2,0.0
S04134,Science,3,0,0,1,2,0.0
S05646,Science,1,0,0,1,0,0.0
S06427,Science,7,0,0,1,6,0.0
S03925,Science,2,0,0,1,1,0.0
S07031,Science,2,0,0,2,0,0.0
S07260,Science,4,0,0,1,3,0.0
S08711,Science,2,0,0,1,1,0.0
S00110,Science,3,0,0,0,3,0.0
S08981,Science,1,0,0,1,0,0.0
S08679,Science,1,0,0,0,1,0.0
S10727,Science,3,0,0,0,3,0.0
S01840,Science,2,0,0,0,2,0.0
S07033,Science,3,0,0,1,2,0.0
S01898,Science,3,0,0,1,2,0.0
S02396,Science,2,0,0,1,1,0.0
S00450,Science,3,0,0,0,3,0.0
S02596,Science,1,0,0,1,0,0.0
S03532,Science,1,0,0,0,1,0.0
S05004,Science,1,0,0,1,0,0.0
S05643,Science,2,0,0,0,2,0.0
S09022,Science,3,0,0,2,1,0.0
S07246,Science,1,0,0,1,0,0.0
S04511,Science,6,0,0,1,5,0.0
S10504,Science,3,0,0,2,1,0.0
S07427,Science,3,0,0,1,2,0.0
S01179,Science,1,0,0,0,1,0.0
S08453,Science,4,0,0,1,3,0.0
S00039,Science,1,0,0,0,1,0.0
S11986,Science,1,0,0,0,1,0.0
S09919,Science,1,0,0,0,1,0.0
S04658,Science,1,0,0,0,1,0.0
S04202,Science,3,0,0,0,3,0.0
S07888,Science,5,0,0,0,5,0.0
S11219,Science,3,0,0,1,2,0.0
S03807,Science,2,0,0,0,2,0.0
S02568,Science,2,0,0,0,2,0.0
S04797,Science,2,0,0,2,0,0.0
S02853,Science,2,0,0,0,2,0.0
S05161,Science,2,0,0,0,2,0.0
S08205,Science,1,0,0,0,1,0.0
S09168,Science,1,0,0,1,0,0.0
S02376,Science,2,0,0,0,2,0.0
S00400,Science,2,0,0,1,1,0.0
S12002,Science,2,0,0,0,2,0.0
S09246,Science,3,0,0,1,2,0.0
S04530,Science,2,0,0,0,2,0.0
S06662,Science,1,0,0,0,1,0.0
S07326,Science,1,0,0,1,0,0.0
S04316,Science,2,0,0,1,1,0.0
S07058,Science,3,0,0,0,3,0.0
S06315,Science,3,0,0,0,3,0.0
S08273,Science,1,0,0,0,1,0.0
S06401,Science,4,0,0,0,4,0.0
S02947,Science,2,0,0,0,2,0.0
S07119,Science,1,0,0,1,0,0.0
S10304,Science,2,0,0,0,2,0.0
S11103,Science,2,0,0,1,1,0.0
S02379,Science,3,0,0,1,2,0.0
S11446,Science,1,0,0,0,1,0.0
S04533,Science,2,0,0,0,2,0.0
S05469,Science,5,0,0,1,4,0.0
S09122,Science,2,0,0,0,2,0.0
S00624,Science,3,0,0,0,3,0.0
S04282,Science,1,0,0,0,1,0.0
S11294,Science,2,0,0,0,2,0.0
S03349,Science,2,0,0,0,2,0.0
S00512,Science,3,0,0,0,3,0.0
S10568,Science,2,0,0,1,1,0.0
S02688,Science,2,0,0,1,1,0.0
S07522,Science,2,0,0,2,0,0.0
S01753,Science,3,0,0,1,2,0.0
S00119,Science,2,0,0,0,2,0.0
S06241,Science,1,0,0,1,0,0.0
S08432,Science,3,0,0,0,3,0.0
S09703,Science,2,0,0,0,2,0.0
S03435,Science,4,0,0,1,3,0.0
S02212,Science,1,0,0,0,1,0.0
S08912,Science,2,0,0,0,2,0.0
S07754,Science,5,0,0,2,3,0.0
S07698,Science,4,0,0,2,2,0.0
S02734,Science,2,0,0,0,2,0.0
S11949,Science,1,0,0,0,1,0.0
S00452,Science,2,0,0,2,0,0.0
S03840,Science,3,0,0,1,2,0.0
S07110,Science,4,0,0,1,3,0.0
S09800,Science,3,0,0,2,1,0.0
S02295,Science,2,0,0,1,1,0.0
S00940,Science,1,0,0,0,1,0.0
S06777,Science,2,0,0,0,2,0.0
S03484,Science,4,0,0,1,3,0.0
S04035,Science,4,0,0,1,3,0.0
S00213,Science,2,0,0,0,2,0.0
S00177,Science,3,0,0,1,2,0.0
S01099,Science,3,0,0,1,2,0.0
S10095,Science,1,0,0,0,1,0.0
S01819,Science,3,0,0,1,2,0.0
S01744,Science,1,0,0,0,1,0.0
S08923,Science,3,0,0,1,2,0.0
S01750,Science,2,0,0,1,1,0.0
S07775,Science,3,0,0,0,3,0.0
S08975,Science,1,0,0,0,1,0.0
S11016,Science,2,0,0,0,2,0.0
S07003,Science,2,0,0,1,1,0.0
S09453,Science,2,0,0,0,2,0.0
S06357,Science,1,0,0,1,0,0.0
S10348,Science,2,0,0,1,1,0.0
S04805,Science,1,0,0,0,1,0.0
S07257,Science,1,0,0,0,1,0.0
S05806,Science,1,0,0,1,0,0.0
S05086,Science,3,0,0,2,1,0.0
S11587,Science,2,0,0,0,2,0.0
S07503,Science,2,0,0,0,2,0.0
S06847,Science,2,0,0,0,2,0.0
S08971,Science,1,0,0,0,1,0.0
S03861,Science,1,0,0,1,0,0.0
S04935,Science,2,0,0,0,2,0.0
S01118,Science,1,0,0,0,1,0.0
S05848,Science,4,0,0,1,3,0.0
S01779,Science,4,0,0,2,2,0.0
S02567,Science,1,0,0,0,1,0.0
S09947,Science,2,0,0,0,2,0.0
S01392,Science,2,0,0,1,1,0.0
S08916,Science,2,0,0,0,2,0.0
S00436,Science,2,0,0,0,2,0.0
S03577,Science,2,0,0,0,2,0.0
S03718,Science,2,0,0,1,1,0.0
S07044,Science,1,0,0,0,1,0.0
S03398,Science,1,0,0,0,1,0.0
S06495,Science,1,0,0,0,1,0.0
S03351,Science,4,0,0,0,4,0.0
S06653,Science,1,0,0,0,1,0.0
S00034,Science,3,0,0,1,2,0.0
S01707,Science,1,0,0,0,1,0.0
S05559,Science,1,0,0,0,1,0.0
S10573,Science,1,0,0,0,1,0.0
S09272,Science,2,0,0,0,2,0.0
S01908,Science,4,0,0,0,4,0.0
S04495,Science,2,0,0,0,2,0.0
S01419,Science,1,0,0,1,0,0.0
S01593,Science,1,0,0,0,1,0.0
S01231,Science,1,0,0,0,1,0.0
S01468,Science,2,0,0,0,2,0.0
S00323,Science,3,0,0,1,2,0.0
S11559,Science,1,0,0,0,1,0.0
S02915,Science,1,0,0,0,1,0.0
S09763,Science,3,0,0,2,1,0.0
S01016,Science,2,0,0,1,1,0.0
S03607,Science,1,0,0,1,0,0.0
S00550,Science,2,0,0,0,2,0.0
S04622,Science,2,0,0,0,2,0.0
S03695,Science,1,0,0,0,1,0.0
S10664,Science,1,0,0,0,1,0.0
S04206,Science,3,0,0,2,1,0.0
S11417,Science,2,0,0,0,2,0.0
S07196,Science,2,0,0,0,2,0.0
S06121,Science,2,0,0,0,2,0.0
S04362,Science,1,0,0,0,1,0.0
S03393,Science,2,0,0,1,1,0.0
S09717,Science,1,0,0,0,1,0.0
S09861,Science,1,0,0,0,1,0.0
S02131,Science,2,0,0,0,2,0.0
S10861,Science,2,0,0,0,2,0.0
S09283,Science,2,0,0,0,2,0.0
S04479,Science,3,0,0,0,3,0.0
S02087,Science,3,0,0,1,2,0.0
S04522,Science,3,0,0,1,2,0.0
S08493,Science,2,0,0,0,2,0.0
S04637,Science,1,0,0,1,0,0.0
S06917,Science,1,0,0,0,1,0.0
S06337,Science,1,0,0,0,1,0.0
S09192,Science,1,0,0,0,1,0.0
S00897,Science,2,0,0,1,1,0.0
S11080,Science,1,0,0,1,0,0.0
S11498,Science,1,0,0,1,0,0.0
S06291,Science,2,0,0,2,0,0.0
S05885,Science,1,0,0,1,0,0.0
S07781,Science,4,0,0,2,2,0.0
S01325,Science,1,0,0,0,1,0.0
S08811,Science,2,0,0,0,2,0.0
S01907,Science,1,0,0,1,0,0.0
S10777,Science,1,0,0,0,1,0.0
S10080,Science,2,0,0,1,1,0.0
S11883,Science,1,0,0,0,1,0.0
S10918,Science,1,0,0,1,0,0.0
S10767,Science,1,0,0,0,1,0.0
S05800,Science,2,0,0,1,1,0.0
S09063,Science,1,0,0,1,0,0.0
S00597,Science,3,0,0,1,2,0.0
S00428,Science,1,0,0,0,1,0.0
S02023,Science,2,0,0,0,2,0.0
S10320,Science,1,0,0,0,1,0.0
S12019,Science,1,0,0,0,1,0.0
S06299,Science,1,0,0,0,1,0.0
S04949,Science,1,0,0,0,1,0.0
S07831,Science,1,0,0,1,0,0.0
S05327,Science,1,0,0,1,0,0.0
S04230,Science,1,0,0,0,1,0.0
S04969,Science,1,0,0,0,1,0.0
S07560,Science,2,0,0,1,1,0.0
S10627,Science,2,0,0,1,1,0.0
S08696,Science,2,0,0,0,2,0.0
S00933,Science,1,0,0,1,0,0.0
S07124,Science,2,0,0,1,1,0.0
S03037,Science,2,0,0,0,2,0.0
S02217,Science,1,0,0,0,1,0.0
S08873,Science,1,0,0,0,1,0.0
S04213,Science,1,0,0,0,1,0.0
S06135,Science,1,0,0,0,1,0.0
S05896,Science,1,0,0,0,1,0.0
S03558,Science,1,0,0,0,1,0.0
S01822,Science,2,0,0,0,2,0.0
S11007,Science,1,0,0,0,1,0.0
S11711,Science,1,0,0,1,0,0.0
S02084,Science,3,0,0,0,3,0.0
S00560,Science,1,0,0,0,1,0.0
S04224,Science,1,0,0,0,1,0.0
S05520,Science,2,0,0,0,2,0.0
S11163,Science,3,0,0,1,2,0.0
S03008,Science,2,0,0,1,1,0.0
S07243,Science,1,0,0,0,1,0.0
S11122,Science,3,0,0,0,3,0.0
S09488,Science,3,0,0,0,3,0.0
S11378,Science,1,0,0,0,1,0.0
S07465,Science,1,0,0,0,1,0.0
S01410,Science,1,0,0,0,1,0.0
S08254,Science,3,0,0,0,3,0.0
S04552,Science,1,0,0,1,0,0.0
S00231,Science,1,0,0,1,0,0.0
S01606,Science,1,0,0,0,1,0.0
S08090,Science,2,0,0,0,2,0.0
S04564,Science,1,0,0,0,1,0.0
S01175,Science,1,0,0,0,1,0.0
S07147,Science,1,0,0,0,1,0.0
S01050,Science,1,0,0,0,1,0.0
S01696,Science,1,0,0,0,1,0.0
S00351,Science,2,0,0,1,1,0.0
S07145,Science,2,0,0,0,2,0.0
S06878,Science,1,0,0,0,1,0.0
S07205,Science,2,0,0,1,1,0.0
S01636,Science,1,0,0,0,1,0.0
S05064,Science,2,0,0,0,2,0.0
S04359,Science,1,0,0,0,1,0.0
S09566,Science,1,0,0,0,1,0.0
S00747,Science,1,0,0,0,1,0.0
S07148,Science,1,0,0,0,1,0.0
S07561,Science,1,0,0,0,1,0.0
S00959,Science,1,0,0,1,0,0.0
S04036,Science,2,0,0,0,2,0.0
S08508,Science,1,0,0,0,1,0.0
S11644,Science,2,0,0,0,2,0.0
S01065,Science,1,0,0,0,1,0.0
S03031,Science,1,0,0,0,1,0.0
S03941,Science,1,0,0,0,1,0.0
S00170,Science,1,0,0,0,1,0.0
S03418,Science,1,0,0,0,1,0.0
S11433,Science,1,0,0,0,1,0.0
S04188,Science,1,0,0,1,0,0.0
S09880,Math,3,1,2,0,0,1.0
S10677,Math,2,0,2,0,0,1.0
S07010,Math,2,2,0,0,0,1.0
S10720,Math,8,4,4,0,0,1.0
S10574,Math,5,3,2,0,0,1.0
S09247,Math,5,2,3,0,0,1.0
S00456,Math,2,0,2,0,0,1.0
S02648,Math,4,1,3,0,0,1.0
S07985,Math,1,1,0,0,0,1.0
S09063,Math,5,2,3,0,0,1.0
S09150,Math,4,2,2,0,0,1.0
S11258,Math,1,0,1,0,0,1.0
S04323,Math,2,0,2,0,0,1.0
S02609,Math,4,4,0,0,0,1.0
S00427,Math,5,1,4,0,0,1.0
S02471,Math,2,2,0,0,0,1.0
S03382,Math,3,1,2,0,0,1.0
S07305,Math,4,0,4,0,0,1.0
S06447,Math,2,1,1,0,0,1.0
S05123,Math,5,3,2,0,0,1.0
S11379,Math,2,0,2,0,0,1.0
S02654,Math,7,3,4,0,0,1.0
S02674,Math,6,4,2,0,0,1.0
S08742,Math,5,3,2,0,0,1.0
S10798,Math,1,0,1,0,0,1.0
S06189,Math,9,3,6,0,0,1.0
S08817,Math,5,2,3,0,0,1.0
S02797,Math,5,5,0,0,0,1.0
S05111,Math,1,1,0,0,0,1.0
S07079,Math,2,1,1,0,0,1.0
S07840,Math,2,1,1,0,0,1.0
S05745,Math,4,3,1,0,0,1.0
S06886,Math,5,3,2,0,0,1.0
S07131,Math,3,3,0,0,0,1.0
S11439,Math,3,1,2,0,0,1.0
S10833,Math,2,0,2,0,0,1.0
S09243,Math,4,2,2,0,0,1.0
S05523,Math,5,4,1,0,0,1.0
S10768,Math,4,2,2,0,0,1.0
S11602,Math,3,1,2,0,0,1.0
S07697,Math,7,4,3,0,0,1.0
S09529,Math,2,1,1,0,0,1.0
S07526,Math,5,4,1,0,0,1.0
S00448,Math,2,2,0,0,0,1.0
S08386,Math,3,1,2,0,0,1.0
S05162,Math,3,3,0,0,0,1.0
S09672,Math,6,2,4,0,0,1.0
S11979,Math,1,0,1,0,0,1.0
S02845,Math,8,3,5,0,0,1.0
S05393,Math,2,1,1,0,0,1.0
S04023,Math,5,4,1,0,0,1.0
S10869,Math,4,2,2,0,0,1.0
S08357,Math,4,1,3,0,0,1.0
S06648,Math,5,3,2,0,0,1.0
S00472,Math,5,2,3,0,0,1.0
S07151,Math,5,2,3,0,0,1.0
S08290,Math,5,0,5,0,0,1.0
S05740,Math,2,0,2,0,0,1.0
S10868,Math,5,3,2,0,0,1.0
S03878,Math,1,0,1,0,0,1.0
S07625,Math,1,1,0,0,0,1.0
S04425,Math,3,2,1,0,0,1.0
S05211,Math,4,3,1,0,0,1.0
S08731,Math,5,2,3,0,0,1.0
S01999,Math,3,1,2,0,0,1.0
S09869,Math,2,1,1,0,0,1.0
S11829,Math,7,3,4,0,0,1.0
S05351,Math,4,2,2,0,0,1.0
S05007,Math,3,3,0,0,0,1.0
S08511,Math,1,1,0,0,0,1.0
S10659,Math,1,0,1,0,0,1.0
S00323,Math,4,3,1,0,0,1.0
S04226,Math,5,3,2,0,0,1.0
S00827,Math,1,1,0,0,0,1.0
S03504,Math,4,0,4,0,0,1.0
S04905,Math,4,2,2,0,0,1.0
S06164,Math,3,1,2,0,0,1.0
S00488,Math,3,1,2,0,0,1.0
S04900,Math,11,5,6,0,0,1.0
S03572,Math,4,1,3,0,0,1.0
S02124,Math,3,0,3,0,0,1.0
S03810,Math,6,4,2,0,0,1.0
S08025,Math,4,0,4,0,0,1.0
S07764,Math,5,4,1,0,0,1.0
S11335,Math,2,2,0,0,0,1.0
S11458,Math,2,0,2,0,0,1.0
S00499,Math,2,1,1,0,0,1.0
S10977,Math,1,0,1,0,0,1.0
S08600,Math,2,0,2,0,0,1.0
S09627,Math,2,1,1,0,0,1.0
S10879,Math,2,0,2,0,0,1.0
S09718,Math,5,2,3,0,0,1.0
S04298,Math,2,2,0,0,0,1.0
S11752,Math,6,3,3,0,0,1.0
S04498,Math,2,1,1,0,0,1.0
S04702,Math,4,2,2,0,0,1.0
S04559,Math,1,0,1,0,0,1.0
S03721,Math,2,0,2,0,0,1.0
S10986,Math,6,2,4,0,0,1.0
S01454,Math,2,1,1,0,0,1.0
S05772,Math,4,3,1,0,0,1.0
S03885,Math,6,3,3,0,0,1.0
S05184,Math,4,1,3,0,0,1.0
S07090,Math,3,2,1,0,0,1.0
S10053,Math,2,0,2,0,0,1.0
S06889,Math,3,2,1,0,0,1.0
S10678,Math,7,1,6,0,0,1.0
S10823,Math,4,2,2,0,0,1.0
S09486,Math,3,2,1,0,0,1.0
S07805,Math,4,1,3,0,0,1.0
S06416,Math,3,1,2,0,0,1.0
S07693,Math,4,1,3,0,0,1.0
S03760,Math,3,2,1,0,0,1.0
S07549,Math,3,1,2,0,0,1.0
S06532,Math,4,2,2,0,0,1.0
S10317,Math,1,1,0,0,0,1.0
S06133,Math,3,1,2,0,0,1.0
S06625,Math,3,3,0,0,0,1.0
S08475,Math,1,0,1,0,0,1.0
